GHG Scopes and categories L1,GHG Scopes and categories L2,Activity L1,Activity L2,Region,Activity unit,Year,Readable unique string,Emission factor [kg CO2e/unit],Emission factor (location-based) [kg CO2e/unit],Emission factor (market-based) [kg CO2e/unit],Source,Description,Link,KEY
Scope 1,Fuel combustion,Biofuel,Renewable petrol,GLOBAL,litres,2022,Scope1_Fuel-combustion_Biofuel_Renewable-petrol_GLOBAL_litres_2022,0.01059,,,BEIS/DEFRA,The BEIS/DERFA database. maintained by the Department for Business. Energy. and Industrial Strategy (BEIS) in the United Kingdom. is a comprehensive repository of emission factors. These factors quantify the amount of greenhouse gases released per unit of activity or fuel consumption. enabling organizations to estimate their carbon footprint and understand the environmental impact of their operations. ,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2022,GLOBAL_litres_2022_scope1_fuelCombustion_biofuel_renewablePetrol
Scope 1,Fuel combustion,Biogas,Biogas,GLOBAL,kWh,2022,Scope1_Fuel-combustion_Biogas_Biogas_GLOBAL_kWh_2022,0.00022,,,BEIS/DEFRA,The BEIS/DERFA database. maintained by the Department for Business. Energy. and Industrial Strategy (BEIS) in the United Kingdom. is a comprehensive repository of emission factors. These factors quantify the amount of greenhouse gases released per unit of activity or fuel consumption. enabling organizations to estimate their carbon footprint and understand the environmental impact of their operations. ,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2022,GLOBAL_kWh_2022_scope1_fuelCombustion_biogas_biogas
Scope 1,Fuel combustion,Biogas,Biogas,GLOBAL,tonnes,2022,Scope1_Fuel-combustion_Biogas_Biogas_GLOBAL_tonnes_2022,1.21919,,,BEIS/DEFRA,The BEIS/DERFA database. maintained by the Department for Business. Energy. and Industrial Strategy (BEIS) in the United Kingdom. is a comprehensive repository of emission factors. These factors quantify the amount of greenhouse gases released per unit of activity or fuel consumption. enabling organizations to estimate their carbon footprint and understand the environmental impact of their operations. ,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2022,GLOBAL_tonnes_2022_scope1_fuelCombustion_biogas_biogas
Scope 1,Fuel combustion,Biogas,Landfill gas,GLOBAL,kWh,2022,Scope1_Fuel-combustion_Biogas_Landfill-gas_GLOBAL_kWh_2022,0.0002,,,BEIS/DEFRA,The BEIS/DERFA database. maintained by the Department for Business. Energy. and Industrial Strategy (BEIS) in the United Kingdom. is a comprehensive repository of emission factors. These factors quantify the amount of greenhouse gases released per unit of activity or fuel consumption. enabling organizations to estimate their carbon footprint and understand the environmental impact of their operations. ,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2022,GLOBAL_kWh_2022_scope1_fuelCombustion_biogas_landfillGas
Scope 1,Fuel combustion,Biogas,Landfill gas,GLOBAL,tonnes,2022,Scope1_Fuel-combustion_Biogas_Landfill-gas_GLOBAL_tonnes_2022,0.68844,,,BEIS/DEFRA,The BEIS/DERFA database. maintained by the Department for Business. Energy. and Industrial Strategy (BEIS) in the United Kingdom. is a comprehensive repository of emission factors. These factors quantify the amount of greenhouse gases released per unit of activity or fuel consumption. enabling organizations to estimate their carbon footprint and understand the environmental impact of their operations. ,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2022,GLOBAL_tonnes_2022_scope1_fuelCombustion_biogas_landfillGas
Scope 1,Fuel combustion,Biomass,Grass/straw,GLOBAL,kWh,2022,Scope1_Fuel-combustion_Biomass_Grass/straw_GLOBAL_kWh_2022,0.01292,,,BEIS/DEFRA,The BEIS/DERFA database. maintained by the Department for Business. Energy. and Industrial Strategy (BEIS) in the United Kingdom. is a comprehensive repository of emission factors. These factors quantify the amount of greenhouse gases released per unit of activity or fuel consumption. enabling organizations to estimate their carbon footprint and understand the environmental impact of their operations. ,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2022,GLOBAL_kWh_2022_scope1_fuelCombustion_biomass_grassstraw
Scope 1,Fuel combustion,Biomass,Grass/straw,GLOBAL,tonnes,2022,Scope1_Fuel-combustion_Biomass_Grass/straw_GLOBAL_tonnes_2022,48.04825,,,BEIS/DEFRA,The BEIS/DERFA database. maintained by the Department for Business. Energy. and Industrial Strategy (BEIS) in the United Kingdom. is a comprehensive repository of emission factors. These factors quantify the amount of greenhouse gases released per unit of activity or fuel consumption. enabling organizations to estimate their carbon footprint and understand the environmental impact of their operations. ,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2022,GLOBAL_tonnes_2022_scope1_fuelCombustion_biomass_grassstraw
Scope 1,Fuel combustion,Biomass,Wood chips,GLOBAL,kWh,2022,Scope1_Fuel-combustion_Biomass_Wood-chips_GLOBAL_kWh_2022,0.01053,,,BEIS/DEFRA,The BEIS/DERFA database. maintained by the Department for Business. Energy. and Industrial Strategy (BEIS) in the United Kingdom. is a comprehensive repository of emission factors. These factors quantify the amount of greenhouse gases released per unit of activity or fuel consumption. enabling organizations to estimate their carbon footprint and understand the environmental impact of their operations. ,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2022,GLOBAL_kWh_2022_scope1_fuelCombustion_biomass_woodChips
Scope 1,Fuel combustion,Biomass,Wood chips,GLOBAL,tonnes,2022,Scope1_Fuel-combustion_Biomass_Wood-chips_GLOBAL_tonnes_2022,39.78833,,,BEIS/DEFRA,The BEIS/DERFA database. maintained by the Department for Business. Energy. and Industrial Strategy (BEIS) in the United Kingdom. is a comprehensive repository of emission factors. These factors quantify the amount of greenhouse gases released per unit of activity or fuel consumption. enabling organizations to estimate their carbon footprint and understand the environmental impact of their operations. ,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2022,GLOBAL_tonnes_2022_scope1_fuelCombustion_biomass_woodChips
Scope 1,Fuel combustion,Biomass,Wood logs,GLOBAL,kWh,2022,Scope1_Fuel-combustion_Biomass_Wood-logs_GLOBAL_kWh_2022,0.01053,,,BEIS/DEFRA,The BEIS/DERFA database. maintained by the Department for Business. Energy. and Industrial Strategy (BEIS) in the United Kingdom. is a comprehensive repository of emission factors. These factors quantify the amount of greenhouse gases released per unit of activity or fuel consumption. enabling organizations to estimate their carbon footprint and understand the environmental impact of their operations. ,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2022,GLOBAL_kWh_2022_scope1_fuelCombustion_biomass_woodLogs
Scope 1,Fuel combustion,Biomass,Wood logs,GLOBAL,tonnes,2022,Scope1_Fuel-combustion_Biomass_Wood-logs_GLOBAL_tonnes_2022,43.03576,,,BEIS/DEFRA,The BEIS/DERFA database. maintained by the Department for Business. Energy. and Industrial Strategy (BEIS) in the United Kingdom. is a comprehensive repository of emission factors. These factors quantify the amount of greenhouse gases released per unit of activity or fuel consumption. enabling organizations to estimate their carbon footprint and understand the environmental impact of their operations. ,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2022,GLOBAL_tonnes_2022_scope1_fuelCombustion_biomass_woodLogs
Scope 1,Fuel combustion,Biomass,Wood pellets,GLOBAL,kWh,2022,Scope1_Fuel-combustion_Biomass_Wood-pellets_GLOBAL_kWh_2022,0.01053,,,BEIS/DEFRA,The BEIS/DERFA database. maintained by the Department for Business. Energy. and Industrial Strategy (BEIS) in the United Kingdom. is a comprehensive repository of emission factors. These factors quantify the amount of greenhouse gases released per unit of activity or fuel consumption. enabling organizations to estimate their carbon footprint and understand the environmental impact of their operations. ,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2022,GLOBAL_kWh_2022_scope1_fuelCombustion_biomass_woodPellets
Scope 1,Fuel combustion,Biomass,Wood pellets,GLOBAL,tonnes,2022,Scope1_Fuel-combustion_Biomass_Wood-pellets_GLOBAL_tonnes_2022,50.55459,,,BEIS/DEFRA,The BEIS/DERFA database. maintained by the Department for Business. Energy. and Industrial Strategy (BEIS) in the United Kingdom. is a comprehensive repository of emission factors. These factors quantify the amount of greenhouse gases released per unit of activity or fuel consumption. enabling organizations to estimate their carbon footprint and understand the environmental impact of their operations. ,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2022,GLOBAL_tonnes_2022_scope1_fuelCombustion_biomass_woodPellets
Scope 1,Fuel combustion,Gaseous fuels,Butane,GLOBAL,kWh (Gross CV),2022,Scope1_Fuel-combustion_Gaseous-fuels_Butane_GLOBAL_kWh-(Gross-CV)_2022,0.2224,,,BEIS/DEFRA,The BEIS/DERFA database. maintained by the Department for Business. Energy. and Industrial Strategy (BEIS) in the United Kingdom. is a comprehensive repository of emission factors. These factors quantify the amount of greenhouse gases released per unit of activity or fuel consumption. enabling organizations to estimate their carbon footprint and understand the environmental impact of their operations. ,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2022,GLOBAL_kWh (Gross CV)_2022_scope1_fuelCombustion_gaseousFuels_butane
Scope 1,Fuel combustion,Gaseous fuels,Butane,GLOBAL,kWh (Net CV),2022,Scope1_Fuel-combustion_Gaseous-fuels_Butane_GLOBAL_kWh-(Net-CV)_2022,0.24106,,,BEIS/DEFRA,The BEIS/DERFA database. maintained by the Department for Business. Energy. and Industrial Strategy (BEIS) in the United Kingdom. is a comprehensive repository of emission factors. These factors quantify the amount of greenhouse gases released per unit of activity or fuel consumption. enabling organizations to estimate their carbon footprint and understand the environmental impact of their operations. ,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2022,GLOBAL_kWh (Net CV)_2022_scope1_fuelCombustion_gaseousFuels_butane
Scope 1,Fuel combustion,Gaseous fuels,Butane,GLOBAL,litres,2022,Scope1_Fuel-combustion_Gaseous-fuels_Butane_GLOBAL_litres_2022,1.74529,,,BEIS/DEFRA,The BEIS/DERFA database. maintained by the Department for Business. Energy. and Industrial Strategy (BEIS) in the United Kingdom. is a comprehensive repository of emission factors. These factors quantify the amount of greenhouse gases released per unit of activity or fuel consumption. enabling organizations to estimate their carbon footprint and understand the environmental impact of their operations. ,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2022,GLOBAL_litres_2022_scope1_fuelCombustion_gaseousFuels_butane
Scope 1,Fuel combustion,Gaseous fuels,Butane,GLOBAL,tonnes,2022,Scope1_Fuel-combustion_Gaseous-fuels_Butane_GLOBAL_tonnes_2022,3033.32,,,BEIS/DEFRA,The BEIS/DERFA database. maintained by the Department for Business. Energy. and Industrial Strategy (BEIS) in the United Kingdom. is a comprehensive repository of emission factors. These factors quantify the amount of greenhouse gases released per unit of activity or fuel consumption. enabling organizations to estimate their carbon footprint and understand the environmental impact of their operations. ,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2022,GLOBAL_tonnes_2022_scope1_fuelCombustion_gaseousFuels_butane
Scope 1,Fuel combustion,Gaseous fuels,CNG,GLOBAL,kWh (Gross CV),2022,Scope1_Fuel-combustion_Gaseous-fuels_CNG_GLOBAL_kWh-(Gross-CV)_2022,0.18254,,,BEIS/DEFRA,The BEIS/DERFA database. maintained by the Department for Business. Energy. and Industrial Strategy (BEIS) in the United Kingdom. is a comprehensive repository of emission factors. These factors quantify the amount of greenhouse gases released per unit of activity or fuel consumption. enabling organizations to estimate their carbon footprint and understand the environmental impact of their operations. ,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2022,GLOBAL_kWh (Gross CV)_2022_scope1_fuelCombustion_gaseousFuels_cng
Scope 1,Fuel combustion,Gaseous fuels,CNG,GLOBAL,kWh (Net CV),2022,Scope1_Fuel-combustion_Gaseous-fuels_CNG_GLOBAL_kWh-(Net-CV)_2022,0.20227,,,BEIS/DEFRA,The BEIS/DERFA database. maintained by the Department for Business. Energy. and Industrial Strategy (BEIS) in the United Kingdom. is a comprehensive repository of emission factors. These factors quantify the amount of greenhouse gases released per unit of activity or fuel consumption. enabling organizations to estimate their carbon footprint and understand the environmental impact of their operations. ,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2022,GLOBAL_kWh (Net CV)_2022_scope1_fuelCombustion_gaseousFuels_cng
Scope 1,Fuel combustion,Gaseous fuels,CNG,GLOBAL,litres,2022,Scope1_Fuel-combustion_Gaseous-fuels_CNG_GLOBAL_litres_2022,0.44436,,,BEIS/DEFRA,The BEIS/DERFA database. maintained by the Department for Business. Energy. and Industrial Strategy (BEIS) in the United Kingdom. is a comprehensive repository of emission factors. These factors quantify the amount of greenhouse gases released per unit of activity or fuel consumption. enabling organizations to estimate their carbon footprint and understand the environmental impact of their operations. ,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2022,GLOBAL_litres_2022_scope1_fuelCombustion_gaseousFuels_cng
Scope 1,Fuel combustion,Gaseous fuels,CNG,GLOBAL,tonnes,2022,Scope1_Fuel-combustion_Gaseous-fuels_CNG_GLOBAL_tonnes_2022,2539.25,,,BEIS/DEFRA,The BEIS/DERFA database. maintained by the Department for Business. Energy. and Industrial Strategy (BEIS) in the United Kingdom. is a comprehensive repository of emission factors. These factors quantify the amount of greenhouse gases released per unit of activity or fuel consumption. enabling organizations to estimate their carbon footprint and understand the environmental impact of their operations. ,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2022,GLOBAL_tonnes_2022_scope1_fuelCombustion_gaseousFuels_cng
Scope 1,Fuel combustion,Gaseous fuels,LNG,GLOBAL,kWh (Gross CV),2022,Scope1_Fuel-combustion_Gaseous-fuels_LNG_GLOBAL_kWh-(Gross-CV)_2022,0.18397,,,BEIS/DEFRA,The BEIS/DERFA database. maintained by the Department for Business. Energy. and Industrial Strategy (BEIS) in the United Kingdom. is a comprehensive repository of emission factors. These factors quantify the amount of greenhouse gases released per unit of activity or fuel consumption. enabling organizations to estimate their carbon footprint and understand the environmental impact of their operations. ,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2022,GLOBAL_kWh (Gross CV)_2022_scope1_fuelCombustion_gaseousFuels_lng
